5.3713 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
85.3287 	EXP 	New trial (rep=60, index=0): None
85.3401 	EXP 	fixation: autoDraw = False
85.3401 	EXP 	grating: autoDraw = False
85.3401 	EXP 	grating: ori = 0.0
85.3401 	EXP 	fixation: autoDraw = True
85.3401 	EXP 	grating: autoDraw = True
85.6124 	DATA 	Keypress: up
85.6401 	EXP 	grating: autoDraw = False
86.3403 	EXP 	fixation: autoDraw = False
86.3446 	EXP 	New trial (rep=61, index=0): None
86.3565 	EXP 	fixation: autoDraw = False
86.3565 	EXP 	grating: autoDraw = False
86.3565 	EXP 	grating: ori = -3.0
86.3565 	EXP 	fixation: autoDraw = True
86.3565 	EXP 	grating: autoDraw = True
86.6569 	EXP 	grating: autoDraw = False
86.7270 	DATA 	Keypress: up
87.3567 	EXP 	fixation: autoDraw = False
87.3617 	EXP 	New trial (rep=62, index=0): None
87.3733 	EXP 	fixation: autoDraw = False
87.3733 	EXP 	grating: autoDraw = False
87.3733 	EXP 	grating: ori = 1.0
87.3733 	EXP 	fixation: autoDraw = True
87.3733 	EXP 	grating: autoDraw = True
87.6735 	EXP 	grating: autoDraw = False
87.7434 	DATA 	Keypress: up
88.3732 	EXP 	fixation: autoDraw = False
88.3786 	EXP 	New trial (rep=63, index=0): None
88.3898 	EXP 	fixation: autoDraw = False
88.3898 	EXP 	grating: autoDraw = False
88.3898 	EXP 	grating: ori = 0.0
88.3898 	EXP 	fixation: autoDraw = True
88.3898 	EXP 	grating: autoDraw = True
88.6900 	EXP 	grating: autoDraw = False
88.9433 	DATA 	Keypress: up
89.3899 	EXP 	fixation: autoDraw = False
89.3953 	EXP 	New trial (rep=64, index=0): None
89.4066 	EXP 	fixation: autoDraw = False
89.4066 	EXP 	grating: autoDraw = False
89.4066 	EXP 	grating: ori = 3.0
89.4066 	EXP 	fixation: autoDraw = True
89.4066 	EXP 	grating: autoDraw = True
89.7065 	EXP 	grating: autoDraw = False
90.0767 	DATA 	Keypress: up
90.4066 	EXP 	fixation: autoDraw = False
90.4120 	EXP 	New trial (rep=65, index=0): None
90.4231 	EXP 	fixation: autoDraw = False
90.4231 	EXP 	grating: autoDraw = False
90.4231 	EXP 	grating: ori = 0.0
90.4231 	EXP 	fixation: autoDraw = True
90.4231 	EXP 	grating: autoDraw = True
90.7233 	EXP 	grating: autoDraw = False
91.0431 	DATA 	Keypress: up
91.4228 	EXP 	fixation: autoDraw = False
91.4276 	EXP 	New trial (rep=66, index=0): None
91.4393 	EXP 	fixation: autoDraw = False
91.4393 	EXP 	grating: autoDraw = False
91.4393 	EXP 	grating: ori = 2.0
91.4393 	EXP 	fixation: autoDraw = True
91.4393 	EXP 	grating: autoDraw = True
91.7393 	EXP 	grating: autoDraw = False
92.0757 	DATA 	Keypress: up
92.4392 	EXP 	fixation: autoDraw = False
92.4434 	EXP 	New trial (rep=67, index=0): None
92.4557 	EXP 	fixation: autoDraw = False
92.4557 	EXP 	grating: autoDraw = False
92.4557 	EXP 	grating: ori = 4.0
92.4557 	EXP 	fixation: autoDraw = True
92.4557 	EXP 	grating: autoDraw = True
92.7565 	EXP 	grating: autoDraw = False
93.0592 	DATA 	Keypress: up
93.4560 	EXP 	fixation: autoDraw = False
93.4616 	EXP 	New trial (rep=68, index=0): None
93.4725 	EXP 	fixation: autoDraw = False
93.4725 	EXP 	grating: autoDraw = False
93.4725 	EXP 	grating: ori = 0.0
93.4725 	EXP 	fixation: autoDraw = True
93.4725 	EXP 	grating: autoDraw = True
93.7726 	EXP 	grating: autoDraw = False
93.9926 	DATA 	Keypress: up
94.4728 	EXP 	fixation: autoDraw = False
94.4789 	EXP 	New trial (rep=69, index=0): None
94.4904 	EXP 	fixation: autoDraw = False
94.4904 	EXP 	grating: autoDraw = False
94.4904 	EXP 	grating: ori = 3.0
94.4904 	EXP 	fixation: autoDraw = True
94.4904 	EXP 	grating: autoDraw = True
94.7893 	EXP 	grating: autoDraw = False
94.8924 	DATA 	Keypress: up
95.4935 	EXP 	New trial (rep=70, index=0): None
95.5054 	EXP 	fixation: autoDraw = False
95.5054 	EXP 	fixation: autoDraw = False
95.5054 	EXP 	grating: autoDraw = False
95.5054 	EXP 	grating: ori = 0.0
95.5054 	EXP 	fixation: autoDraw = True
95.5054 	EXP 	grating: autoDraw = True
95.8055 	EXP 	grating: autoDraw = False
95.8587 	DATA 	Keypress: up
96.5054 	EXP 	fixation: autoDraw = False
96.5108 	EXP 	New trial (rep=71, index=0): None
96.5222 	EXP 	fixation: autoDraw = False
96.5222 	EXP 	grating: autoDraw = False
96.5222 	EXP 	grating: ori = 0.0
96.5222 	EXP 	fixation: autoDraw = True
96.5222 	EXP 	grating: autoDraw = True
96.8221 	EXP 	grating: autoDraw = False
96.8254 	DATA 	Keypress: up
97.5219 	EXP 	fixation: autoDraw = False
97.5266 	EXP 	New trial (rep=72, index=0): None
97.5384 	EXP 	fixation: autoDraw = False
97.5384 	EXP 	grating: autoDraw = False
97.5384 	EXP 	grating: ori = -4.0
97.5384 	EXP 	fixation: autoDraw = True
97.5384 	EXP 	grating: autoDraw = True
97.8392 	EXP 	grating: autoDraw = False
97.8588 	DATA 	Keypress: up
98.5385 	EXP 	fixation: autoDraw = False
98.5438 	EXP 	New trial (rep=73, index=0): None
98.5551 	EXP 	fixation: autoDraw = False
98.5551 	EXP 	grating: autoDraw = False
98.5551 	EXP 	grating: ori = 0.0
98.5551 	EXP 	fixation: autoDraw = True
98.5551 	EXP 	grating: autoDraw = True
98.8552 	EXP 	grating: autoDraw = False
99.4585 	DATA 	Keypress: up
99.5553 	EXP 	fixation: autoDraw = False
99.5598 	EXP 	New trial (rep=74, index=0): None
99.5717 	EXP 	fixation: autoDraw = False
99.5717 	EXP 	grating: autoDraw = False
99.5717 	EXP 	grating: ori = 0.0
99.5717 	EXP 	fixation: autoDraw = True
99.5717 	EXP 	grating: autoDraw = True
99.8718 	EXP 	grating: autoDraw = False
100.5717 	EXP 	fixation: autoDraw = False
100.6770 	EXP 	New trial (rep=75, index=0): None
100.6808 	DATA 	Keypress: down
100.6884 	EXP 	fixation: autoDraw = False
100.6884 	EXP 	grating: autoDraw = False
100.6884 	EXP 	grating: ori = 0.0
100.6884 	EXP 	fixation: autoDraw = True
100.6884 	EXP 	grating: autoDraw = True
100.9882 	EXP 	grating: autoDraw = False
101.4250 	DATA 	Keypress: up
101.6882 	EXP 	fixation: autoDraw = False
101.6927 	EXP 	New trial (rep=76, index=0): None
101.7048 	EXP 	fixation: autoDraw = False
101.7048 	EXP 	grating: autoDraw = False
101.7048 	EXP 	grating: ori = 0.0
101.7048 	EXP 	fixation: autoDraw = True
101.7048 	EXP 	grating: autoDraw = True
102.0049 	EXP 	grating: autoDraw = False
102.4924 	DATA 	Keypress: up
102.7046 	EXP 	fixation: autoDraw = False
102.7094 	EXP 	New trial (rep=77, index=0): None
102.7212 	EXP 	fixation: autoDraw = False
102.7212 	EXP 	grating: autoDraw = False
102.7212 	EXP 	grating: ori = 0.0
102.7212 	EXP 	fixation: autoDraw = True
102.7212 	EXP 	grating: autoDraw = True
103.0214 	EXP 	grating: autoDraw = False
103.3085 	DATA 	Keypress: down
103.7212 	EXP 	fixation: autoDraw = False
103.7256 	EXP 	New trial (rep=78, index=0): None
103.7379 	EXP 	fixation: autoDraw = False
103.7379 	EXP 	grating: autoDraw = False
103.7379 	EXP 	grating: ori = 2.0
103.7379 	EXP 	fixation: autoDraw = True
103.7379 	EXP 	grating: autoDraw = True
104.0379 	EXP 	grating: autoDraw = False
104.5077 	DATA 	Keypress: up
104.7377 	EXP 	fixation: autoDraw = False
104.7421 	EXP 	New trial (rep=79, index=0): None
104.7547 	EXP 	fixation: autoDraw = False
104.7547 	EXP 	grating: autoDraw = False
104.7547 	EXP 	grating: ori = 3.0
104.7547 	EXP 	fixation: autoDraw = True
104.7547 	EXP 	grating: autoDraw = True
105.0544 	EXP 	grating: autoDraw = False
105.7542 	EXP 	fixation: autoDraw = False
106.1936 	EXP 	New trial (rep=80, index=0): None
106.1976 	DATA 	Keypress: down
106.2044 	EXP 	fixation: autoDraw = False
106.2044 	EXP 	grating: autoDraw = False
106.2044 	EXP 	grating: ori = 0.0
106.2044 	EXP 	fixation: autoDraw = True
106.2044 	EXP 	grating: autoDraw = True
106.5051 	EXP 	grating: autoDraw = False
107.2041 	EXP 	fixation: autoDraw = False
107.4920 	EXP 	New trial (rep=81, index=0): None
107.4961 	DATA 	Keypress: up
107.5043 	EXP 	fixation: autoDraw = False
107.5043 	EXP 	grating: autoDraw = False
107.5043 	EXP 	grating: ori = 0.0
107.5043 	EXP 	fixation: autoDraw = True
107.5043 	EXP 	grating: autoDraw = True
107.8041 	EXP 	grating: autoDraw = False
108.3574 	DATA 	Keypress: down
108.5040 	EXP 	fixation: autoDraw = False
108.5088 	EXP 	New trial (rep=82, index=0): None
108.5205 	EXP 	fixation: autoDraw = False
108.5205 	EXP 	grating: autoDraw = False
108.5205 	EXP 	grating: ori = 0.0
108.5205 	EXP 	fixation: autoDraw = True
108.5205 	EXP 	grating: autoDraw = True
108.8207 	EXP 	grating: autoDraw = False
109.0410 	DATA 	Keypress: up
109.5212 	EXP 	fixation: autoDraw = False
109.5259 	EXP 	New trial (rep=83, index=0): None
109.5373 	EXP 	fixation: autoDraw = False
109.5373 	EXP 	grating: autoDraw = False
109.5373 	EXP 	grating: ori = 4.0
109.5373 	EXP 	fixation: autoDraw = True
109.5373 	EXP 	grating: autoDraw = True
109.8376 	EXP 	grating: autoDraw = False
109.9914 	DATA 	Keypress: down
110.5373 	EXP 	fixation: autoDraw = False
110.5429 	EXP 	New trial (rep=84, index=0): None
110.5538 	EXP 	fixation: autoDraw = False
110.5538 	EXP 	grating: autoDraw = False
110.5538 	EXP 	grating: ori = -3.0
110.5538 	EXP 	fixation: autoDraw = True
110.5538 	EXP 	grating: autoDraw = True
110.8538 	EXP 	grating: autoDraw = False
110.9738 	DATA 	Keypress: up
111.5538 	EXP 	fixation: autoDraw = False
111.5589 	EXP 	New trial (rep=85, index=0): None
111.5700 	EXP 	fixation: autoDraw = False
111.5700 	EXP 	grating: autoDraw = False
111.5700 	EXP 	grating: ori = 0.0
111.5700 	EXP 	fixation: autoDraw = True
111.5700 	EXP 	grating: autoDraw = True
111.8704 	EXP 	grating: autoDraw = False
112.0400 	DATA 	Keypress: up
112.5702 	EXP 	fixation: autoDraw = False
112.5755 	EXP 	New trial (rep=86, index=0): None
112.5870 	EXP 	fixation: autoDraw = False
112.5870 	EXP 	grating: autoDraw = False
112.5870 	EXP 	grating: ori = 0.0
112.5870 	EXP 	fixation: autoDraw = True
112.5870 	EXP 	grating: autoDraw = True
112.8867 	EXP 	grating: autoDraw = False
113.1564 	DATA 	Keypress: up
113.5866 	EXP 	fixation: autoDraw = False
113.5915 	EXP 	New trial (rep=87, index=0): None
113.6033 	EXP 	fixation: autoDraw = False
113.6033 	EXP 	grating: autoDraw = False
113.6033 	EXP 	grating: ori = -2.0
113.6033 	EXP 	fixation: autoDraw = True
113.6033 	EXP 	grating: autoDraw = True
113.9035 	EXP 	grating: autoDraw = False
114.2068 	DATA 	Keypress: up
114.6031 	EXP 	fixation: autoDraw = False
114.6084 	EXP 	New trial (rep=88, index=0): None
114.6199 	EXP 	fixation: autoDraw = False
114.6199 	EXP 	grating: autoDraw = False
114.6199 	EXP 	grating: ori = 0.0
114.6199 	EXP 	fixation: autoDraw = True
114.6199 	EXP 	grating: autoDraw = True
114.9198 	EXP 	grating: autoDraw = False
115.2394 	DATA 	Keypress: up
115.6198 	EXP 	fixation: autoDraw = False
115.6245 	EXP 	New trial (rep=89, index=0): None
115.6363 	EXP 	fixation: autoDraw = False
115.6363 	EXP 	grating: autoDraw = False
115.6363 	EXP 	grating: ori = 0.0
115.6363 	EXP 	fixation: autoDraw = True
115.6363 	EXP 	grating: autoDraw = True
115.9365 	EXP 	grating: autoDraw = False
116.2900 	DATA 	Keypress: up
116.6360 	EXP 	fixation: autoDraw = False
116.6415 	EXP 	New trial (rep=90, index=0): None
116.6531 	EXP 	fixation: autoDraw = False
116.6531 	EXP 	grating: autoDraw = False
116.6531 	EXP 	grating: ori = 0.0
116.6531 	EXP 	fixation: autoDraw = True
116.6531 	EXP 	grating: autoDraw = True
116.9531 	EXP 	grating: autoDraw = False
117.3395 	DATA 	Keypress: up
117.6529 	EXP 	fixation: autoDraw = False
117.6585 	EXP 	New trial (rep=91, index=0): None
117.6696 	EXP 	fixation: autoDraw = False
117.6696 	EXP 	grating: autoDraw = False
117.6696 	EXP 	grating: ori = 0.0
117.6696 	EXP 	fixation: autoDraw = True
117.6696 	EXP 	grating: autoDraw = True
117.9694 	EXP 	grating: autoDraw = False
118.2896 	DATA 	Keypress: up
118.6697 	EXP 	fixation: autoDraw = False
118.6751 	EXP 	New trial (rep=92, index=0): None
118.6860 	EXP 	fixation: autoDraw = False
118.6860 	EXP 	grating: autoDraw = False
118.6860 	EXP 	grating: ori = 0.0
118.6860 	EXP 	fixation: autoDraw = True
118.6860 	EXP 	grating: autoDraw = True
118.9862 	EXP 	grating: autoDraw = False
119.2897 	DATA 	Keypress: up
119.6853 	EXP 	fixation: autoDraw = False
119.6881 	EXP 	New trial (rep=93, index=0): None
119.7025 	EXP 	fixation: autoDraw = False
119.7025 	EXP 	grating: autoDraw = False
119.7025 	EXP 	grating: ori = -2.0
119.7025 	EXP 	fixation: autoDraw = True
119.7025 	EXP 	grating: autoDraw = True
120.0024 	EXP 	grating: autoDraw = False
120.3223 	DATA 	Keypress: down
120.7026 	EXP 	fixation: autoDraw = False
120.7071 	EXP 	New trial (rep=94, index=0): None
120.7189 	EXP 	fixation: autoDraw = False
120.7189 	EXP 	grating: autoDraw = False
120.7189 	EXP 	grating: ori = 4.0
120.7189 	EXP 	fixation: autoDraw = True
120.7189 	EXP 	grating: autoDraw = True
121.0195 	EXP 	grating: autoDraw = False
121.3392 	DATA 	Keypress: down
121.7192 	EXP 	fixation: autoDraw = False
121.7240 	EXP 	New trial (rep=95, index=0): None
121.7354 	EXP 	fixation: autoDraw = False
121.7354 	EXP 	grating: autoDraw = False
121.7354 	EXP 	grating: ori = -4.0
121.7354 	EXP 	fixation: autoDraw = True
121.7354 	EXP 	grating: autoDraw = True
122.0359 	EXP 	grating: autoDraw = False
122.4058 	DATA 	Keypress: up
122.7355 	EXP 	fixation: autoDraw = False
122.7409 	EXP 	New trial (rep=96, index=0): None
122.7522 	EXP 	fixation: autoDraw = False
122.7522 	EXP 	grating: autoDraw = False
122.7522 	EXP 	grating: ori = 1.0
122.7522 	EXP 	fixation: autoDraw = True
122.7522 	EXP 	grating: autoDraw = True
123.0520 	EXP 	grating: autoDraw = False
123.4223 	DATA 	Keypress: up
123.7520 	EXP 	fixation: autoDraw = False
123.7567 	EXP 	New trial (rep=97, index=0): None
123.7684 	EXP 	fixation: autoDraw = False
123.7684 	EXP 	grating: autoDraw = False
123.7684 	EXP 	grating: ori = 1.0
123.7684 	EXP 	fixation: autoDraw = True
123.7684 	EXP 	grating: autoDraw = True
124.0689 	EXP 	grating: autoDraw = False
124.3552 	DATA 	Keypress: down
124.7684 	EXP 	fixation: autoDraw = False
124.7735 	EXP 	New trial (rep=98, index=0): None
124.7849 	EXP 	fixation: autoDraw = False
124.7849 	EXP 	grating: autoDraw = False
124.7849 	EXP 	grating: ori = 2.0
124.7849 	EXP 	fixation: autoDraw = True
124.7849 	EXP 	grating: autoDraw = True
125.0851 	EXP 	grating: autoDraw = False
125.6220 	DATA 	Keypress: down
125.7851 	EXP 	fixation: autoDraw = False
125.7906 	EXP 	New trial (rep=99, index=0): None
125.8018 	EXP 	fixation: autoDraw = False
125.8018 	EXP 	grating: autoDraw = False
125.8018 	EXP 	grating: ori = 0.0
125.8018 	EXP 	fixation: autoDraw = True
125.8018 	EXP 	grating: autoDraw = True
126.1017 	EXP 	grating: autoDraw = False
126.5383 	DATA 	Keypress: up
126.8016 	EXP 	fixation: autoDraw = False
126.8184 	EXP 	fixation: autoDraw = False
126.8184 	EXP 	grating: autoDraw = False
126.8881 	EXP 	window1: mouseVisible = True
